tweet,hate_speech,offensive_language,neither,mentions,hashtags,original_tweet
nah these hoes dms broke tho,0,1,0,[],[],Nah these hoes DMs broke tho
nah watch the hoes thats jus gettin fucked start tweetin bout make love,0,1,0,[],[],"Nah watch the hoes thats jus gettin fucked start tweetin bout ""Make Love"""
nah we still up <MENTION> all the flat booty bitches asleep yet or nah,0,1,0,['@Tweets_NOchill'],[],Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?
nah its over> people don t tell # artists what do to that s defies the definition of what we are trying to show # youpeople # retards # game7,0,0,1,[],"['#artists', '#youpeople', '#retards', '#game7']",Nah. ITS OVER> People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7
naked bitches give me bubble baths,0,1,0,[],[],Naked bitches give me bubble baths
nannie bitch don t talk to that hoe with ha extra bs ass <MENTION> ???? ????,0,1,0,['@lilmenifee__'],[],Nannie bitch don't talk to that hoe with ha extra bs ass @lilmenifee__ ??????????
naomi campbell rihanna miley cyrus crazy bitches lol,0,1,0,[],[],"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol"
nappy chin hairs bitch i m mothafuckin q,0,1,0,[],[],"Nappy chin hairs, bitch I'm mothafuckin q!"
national review calls # gay marriage lawlessness <URL> # oregon # tcot # gop # nom # lol # teabaggers,0,0,1,[],"['#gay', '#oregon', '#tcot', '#gop', '#NOM', '#lol', '#teabaggers']",National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers
naturally when a shitty leftist rag talks trash about another shitty leftist rag you better fall in line or you re out of the club # crw,0,1,0,[],['#crw'],"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw"
nature s majesty is beautiful melts butter <MENTION> photo rare blue colored red king crab caught in alaska waters <URL>,0,0,1,['@AP'],[],Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3
naw i m just playin i only fucked with bad bitches,0,1,0,[],[],Naw I'm just playin I only fucked with bad bitches
naw bitch i ain t meek mills <URL>,0,1,0,[],[],Naw bitch I ain't meek mills http://t.co/wgiLmxT0mc
naw bitch you goin against a monster lol lyrical maniac,0,1,0,[],[],Naw bitch you goin against a monster lol lyrical maniac
nd these hoes all kno i m workin wit a 9 i ain t talking bout a gun i m talking feel it in ya spine,0,1,0,[],[],Nd these hoes all kno I'm workin wit a 9 I ain't talking bout a gun I'm talking feel it in ya spine
nd y all thought bitches knew how to accessorize <URL>,0,1,0,[],[],Nd y'all thought bitches knew how to accessorize http://t.co/f8yDxkaz
need a bitch to drop it down for a niggah,1,0,0,[],[],Need a bitch to drop it down for a niggah
need some hispanic pussy,0,1,0,[],[],Need some Hispanic pussy
nelly got all the hoes singin lol,0,1,0,[],[],Nelly got all the hoes singin lol
neva trust a bitch,0,1,0,[],[],Neva trust a bitch
never again will i put so much into a relationship unless the bitch actually puts more effort into it than me,0,1,0,[],[],Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me.
never argue with a bitch that s at the bottom of the food chain ?,0,1,0,[],[],Never argue with a bitch that's at the bottom of the food chain. ?
never been a bitch,0,1,0,[],[],Never been a bitch!
never bring these hoes to my house cause these bitches talk,0,1,0,[],[],Never bring these hoes to my house cause these bitches talk
never did like that bitch,0,1,0,[],[],Never did like that bitch
never gas hoes but i do take they ass home,0,1,0,[],[],Never gas hoes but I do take they ass home
never give the next bitch an opportunity to prosper off of your name,0,1,0,[],[],Never give the next bitch an opportunity to prosper off of your name....
never go full retard,0,1,0,[],[],Never go full retard....
never keep leeches in your life if bitches take more than they give it s time to cut them off,0,1,0,[],[],"Never keep leeches in your life. If bitches take more than they give, it's time to cut them off"
never leave your trust in a bitch,0,1,0,[],[],"Never leave your trust in a bitch,"
never let a boy make you feel like you re anything less than a bad bitch,0,1,0,[],[],Never let a boy make you feel like you're anything less than a bad bitch
never lettin dat nigguh used twitter in my phone again,0,1,0,[],[],Never lettin dat nigguh used twitter in my phone again
never messed with a hoe that went to jail unless i didn t know her last name,0,1,0,[],[],Never messed with a hoe that went to jail unless I didn't know her last name
never put nothin pass these hoes cause all of these hoes straight ratchet,0,1,0,[],[],Never put nothin pass these hoes cause all of these hoes straight ratchet
never seen a pussy he didn t like,0,1,0,[],[],Never seen a pussy he didn't like.
never seen a tinted yellow tongue before she just ate a lemon jolly rancher,0,0,1,[],[],"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"
never seen purple bird poop until today lol <URL>,0,0,1,[],[],Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1
never seen yo bitch but i bet i could fuck her on the first day,0,1,0,[],[],Never seen yo bitch but I bet I could fuck her on the first day
never take a bitch where you stay never keep work where you lay,0,1,0,[],[],"Never take a bitch where you stay 

Never keep work where you lay"
never tell a bitch that i love her,0,1,0,[],[],Never tell a bitch that I love her
never tell a bitch what u up to,0,1,0,[],[],Never tell a bitch what u up to..
never that serious <MENTION> thought you was finna cruise with a new bitch ??? <URL>,0,1,0,['@C_thaqueen'],[],Never that serious RT @C_thaqueen: Thought you was Finna cruise with a new bitch ????? http://t.co/MvCnPYtXo8
never trust a bitch you took from a nigga ?,0,1,0,[],[],Never trust a bitch you took from a nigga ?
never trust a nicca who volunteers another man info,0,1,0,[],[],Never trust a nicca who volunteers another man info ..
never will we be an item psycho bitch,0,1,0,[],[],Never will we be an item. Psycho bitch!
neverrr play me for stupid because i m far from it you bitches might be stupid but not me ?,0,1,0,[],[],"Neverrr, play me for stupid because I'm far from it.. You bitches might be stupid. But not me ?"
new <MENTION> jersey should be yellow with a green chevron stripe like charlie brown s jersey,0,0,1,['@TimbersFC'],[],New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey
new bitch already and it s the second episode,0,1,0,[],[],New bitch already and it's the second episode .
new boss said my buttons on my shirt can t be white so i colored them hoes with a sharpie ? glossy,0,1,0,[],[],New boss said my buttons on my shirt can't be white. So I colored them hoes with a sharpie ? glossy
new pussy ain t always better,0,1,0,[],[],New pussy ain't always better
new show announced in lutsen mn at papa charlies on december 11 2010 <URL>,0,0,1,[],[],"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4"
new show announced in lutsen mn at papa charlies on january 29 2011 <URL>,0,0,1,[],[],"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 http://artistdata.com/a/33ck"
new song coming out ray rice that hoe <URL>,0,1,0,[],[],New song coming out Ray rice that hoe http://t.co/bUl6ISsMFH
new strategy to get bitches be bruno mars,0,1,0,[],[],"New strategy to get bitches:

Be Bruno Mars"
new test makes your poop neon colored if you have colon cancer <URL>,0,0,1,[],[],New test makes your poop neon colored if you have colon cancer ? http://t.co/GiGzo0ntpD
next sunday faggot <MENTION>,0,1,0,['@leiacatherinexx'],[],Next Sunday faggot @leiacatherinexx
next bitch i fuck i m goin to her spot lol,0,1,0,[],[],Next bitch I fuck. I'm goin to her spot lol
next time u gone call a darky a nicca call dat coon a jungle bunny#boondocks p s i <URL>,1,0,0,[],[],Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
next time you leave magic trash in my jacket try not to have your initials written on them <MENTION> <URL>,0,0,1,['@whatupag'],[],Next time you leave magic trash in my jacket try not to have your initials written on them. @whatupag http://t.co/tFV1cZtr
nicca in my dm talkn bout follow his instagram lame nicca i now no longer follow you on twitter # wheretheydothatat,0,1,0,[],['#WhereTheyDoThatAt'],Nicca In my DM talkn bout follow his Instagram .. Lame nicca I now no longer follow you on twitter .. #WhereTheyDoThatAt
nicca n dis bitch playin games on his phone,0,1,0,[],[],Nicca n dis bitch playin games on his phone
niccas be walking 4 flats to catch a nicca they kno in the club,0,1,0,[],[],Niccas be walking 4 flats to catch a nicca they kno in the club
niccas been deerin me err weekend but i bet i hit dat a dolo dis weekend if niccas playin,0,1,0,[],[],Niccas been deerin me err weekend but I bet I hit dat A dolo dis weekend if niccas playin ??
niccas catchin dem theft under 500 charges out here shit ugly i guess niccas tryn get it fa da holidays ?????,0,1,0,[],[],Niccas catchin dem theft under $500 charges out here...shit ugly I guess niccas Tryn get it fa da holidays ?????
niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes ??,0,1,0,[],[],Niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes ??
niccas use to be like you always tryn pull a finesse duh nicca i need mine,0,1,0,[],[],Niccas use to be like you always Tryn pull a finesse....Duh nicca I need mine
nice base running again by the <MENTION> fucking ponderous,0,1,0,['@Yankees'],[],Nice base running again by the @Yankees. Fucking ponderous.
nicholas rushlow wearing lucky yellow shirt nails theophylline bitter crystalline compound extracted from tea leaves # spellingbee,0,0,1,[],['#spellingbee'],"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee"
nicki gottem mad as fuck tho however credit due to cassidy for the response he didn t diss nicki but killed you lookin ass bitches,0,1,0,[],[],Nicki gottem MAD AS FUCK tho. However credit due to cassidy for the response he didn't diss nicki but killed you lookin ass bitches
nicki said fuck those skinny bitches uh oh,0,1,0,[],[],"Nicki said ""fuck those skinny bitches""...uh oh"
nigga i fire this nina like it s the first day in the job and the bitch over slept,0,1,0,[],[],Nigga I fire this nina like it's the first day in the job and the bitch over slept.
nigga i got pill poppin bitches in the backkkk of the cherokee,0,1,0,[],[],"Nigga I got pill poppin bitches in the backkkk, of the Cherokee"
nigga tyrese on walking dead is a bitch smh,0,1,0,[],[],Nigga Tyrese on Walking Dead is a bitch smh
nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window,0,1,0,[],[],Nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window.
nigga ended up going juco messing with them hoes and then signed a the smallest of d1 s moral of the story take what u can get,0,1,0,[],[],Nigga ended up going Juco messing with them hoes and then signed a the smallest of d1's moral of the story take what u can get
nigga fuck hoe ion want fuck yo hoe she a fat chick she bad built ?,0,1,0,[],[],"Nigga fuck hoe , ion want fuck yo hoe , she a fat chick & she bad built ?"
nigga getcho bitch treat her how she wanna be treated but i ain t triccin ?,0,1,0,[],[],"Nigga getcho bitch, treat her how she wanna be treated but I ain't triccin ?"
nigga gone have to get a room like a bitch,0,1,0,[],[],Nigga gone have to get a room like a bitch
nigga gotta find them hoes quick,0,1,0,[],[],Nigga gotta find them hoes quick
nigga ill take ya main hoe make her call her home girl and make em share the same dick,0,1,0,[],[],Nigga ill take ya main hoe make her call her home girl and make em share the same dick
nigga just had them crackers on a chase,1,0,0,[],[],Nigga just had them crackers on a chase.
nigga pee wee is a bitch,0,1,0,[],[],Nigga pee wee is a bitch
nigga retweets the most trash shit,0,1,0,[],[],Nigga retweets the most trash shit
nigga said dates is pussy installment plans so is that why you gotta keep saying her when you get it cuz it s never truly yours,0,1,0,[],[],"Nigga said dates is pussy installment plans, so is that why you gotta keep saying her when you get it cuz it's never truly yours?"
nigga was sweating like a guilty preacher in that bitch,0,1,0,[],[],Nigga was sweating like a guilty preacher in that bitch
nigga you a pussy hope you got 9 lives,0,1,0,[],[],"Nigga you a pussy, hope you got 9 lives."
nigga you is a fool ? <MENTION> i feel like eatin nd beatin a pussy up ?,0,1,0,['@BOSSMANRAN'],[],Nigga you is a fool ? “@BOSSMANRAN: I feel like eatin nd beatin a pussy up ?”
nigga yu bitch made ??,0,1,0,[],[],Nigga yu bitch made ??
nigga this bitch is scaring me pass me the blunt ??,0,1,0,[],[],"Nigga, this bitch is scaring me. Pass me the blunt ??"
niggah niggah niggah don t believe me just wacthh,1,0,0,[],[],Niggah niggah niggah don't believe me just wacthh...
niggahs actin like they pimps but they pay the bitch ????,0,1,0,[],[],Niggahs actin like they pimps but they pay the bitch ?????
niggas a buy a 700 outfit to impress a 10 bitch,0,1,0,[],[],Niggas a buy a 700$ outfit to impress a 10$ bitch
niggas ain t loyal gott bitches stiffer than you,0,1,0,[],[],Niggas ain't loyal gott bitches stiffer than you
niggas aint worried bout other niggas messin wit dey hoes niggas worried boit hoes messin wit dey hoes,0,1,0,[],[],Niggas aint worried bout other niggas messin wit dey hoes. Niggas worried boit hoes messin wit dey hoes
niggas already acting like bitches so why not get a real bitch right hell if you gone act like a pussy i rather just have one shit,0,1,0,[],[],Niggas already acting like bitches so why not get a real bitch right? Hell if you gone act like a pussy I rather just have one. Shit.
niggas are funny karma is a bitch good morning,0,1,0,[],[],Niggas are funny. & karma is a bitch. Good morning .
niggas are so fucking gay and they try to cancel it out by saying nah were bros it s cool nahhhhhaahahahaha you a faggot bruh,1,0,0,[],[],"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh"
niggas be bitches hoes be bitches ion see no difference,0,1,0,[],[],Niggas be bitches hoes be bitches ion see no difference
niggas be frontin for some pussy they ain t wit me,0,1,0,[],[],Niggas be frontin for some pussy they ain't wit me!!
niggas be having loyal pussy on call and still be thirsty as fuck like bro go fuck your woman get some of them hormones out lol,0,1,0,[],[],"Niggas be having LOYAL pussy on call... and still be thirsty as fuck. Like BRO, go fuck your woman & get some of them hormones out lol"
niggas be impregnating the most basic of bitches no job don t know how to drive a car no money no house n wonder why they miserable,0,1,0,[],[],"Niggas be impregnating the most basic of bitches.. No job, don't know how to drive a car, no money, no house... n wonder why they miserable"
niggas be in they feelings when they find out their hoe fuckin another nigga # stopsavinthesehoes,1,0,0,[],['#StopSavinTheseHoes'],Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes
niggas be like when they see they side bitch cashin another nigga <MENTION> hello mutha fucka,0,1,0,['@MikeDiggEm'],[],"Niggas be like when they see they side bitch cashin another nigga ""@MikeDiggEm: Hello mutha fucka......."""
niggas be pressed for pussy it aint nothing,0,1,0,[],[],"Niggas be pressed for pussy, it aint nothing.."
niggas be so dehydrated if i wanted my pussy ate everyday for the rest of this year it would happen,0,1,0,[],[],Niggas be so dehydrated if I wanted my pussy ate everyday for the rest of this year it would happen
niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch,0,1,0,[],[],Niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch
niggas be wanting bitches with money but be broke as dirt ??????,0,1,0,[],[],Niggas be wanting bitches with money ..but be broke as dirt ????????
niggas cheat on they bitch and don t expect no pay back whatsoever yall just as naive as these bitches,0,1,0,[],[],Niggas cheat on they bitch and don't expect no pay back WHATSOEVER. Yall just as naive as these bitches.
niggas deserve better bitches,1,0,0,[],[],Niggas deserve better bitches
niggas get pussy in the friend zone,0,1,0,[],[],Niggas get pussy in the friend zone
niggas go crazy over bitches now a days ? like calm yo happy ass down,0,1,0,[],[],Niggas go crazy over bitches now a days ? like calm yo happy ass down
niggas gossip like hoes man i ain t wid that shit,0,1,0,[],[],Niggas gossip like hoes man I ain't wid that shit
niggas is bitches,0,1,0,[],[],Niggas is bitches
niggas is hoes # onhere and in real life too,0,1,0,[],['#OnHere'],Niggas is hoes #OnHere and in real life too....
niggas is straight hoes bruh i ma stop fuckin with em,0,1,0,[],[],Niggas is straight hoes bruh I'ma stop fuckin with em
niggas killin the same nigga s they grew up with these bitches fuckin the same nigga s they homegirl was inlove with,0,1,0,[],[],Niggas killin the same nigga's they grew up with && these bitches fuckin the same nigga's they homegirl was inlove with.
niggas needa stop wearing mk that s for bitches lol,0,1,0,[],[],Niggas needa stop wearing MK that's for bitches lol
niggas only get fucked up only on weekends and i get fucked up daily bitch i still do it bigger not on my level,0,1,0,[],[],"Niggas only get fucked up only on weekends and I get fucked up daily, bitch I still do it bigger, not on my level"
niggas put on wigs and act like bitches for retweets ?that shit fu,0,1,0,[],[],Niggas put on wigs and act like bitches for retweets ?that shit fu
niggas really be dickin over these hoes ona gram thats the reason they got the big head now,0,1,0,[],[],Niggas really be dickin over these hoes ona gram! thats the reason they got the big head now!!
niggas retarded lol,0,1,0,[],[],Niggas retarded lol
niggas see you wit da yellow dey wanna hit you up ?,0,1,0,[],[],Niggas see you wit da yellow dey wanna hit you up ?
niggas sooooo pussy i swear i don t talk i m all action,0,1,0,[],[],Niggas sooooo pussy I swear I don't talk I'm all action
niggas swear they don t trust these hoes but be fucking raw ??smh,0,1,0,[],[],Niggas swear they don't trust these hoes but be fucking raw ??smh
niggas talk more then bitches these days,0,1,0,[],[],Niggas talk more then bitches these days
niggas talking bout these hoes ain t loyal but they been to 6 different barbers,0,1,0,[],[],Niggas talking bout 'these hoes ain't loyal' but they been to 6 different barbers.
niggas that eat mussels eat pussy too # str888 # facts,0,1,0,[],"['#str888', '#FACTS']","Niggas that eat mussels, eat pussy too #str888 #FACTS"
niggas who stand in line for jays mad at me now ehh fuck you i pull hoes nd stunt without em on,0,1,0,[],[],Niggas who stand in line for Jays mad at me now. ehh fuck you. I pull hoes nd stunt without em on
niggas who talk about pussy the most get the least <MENTION> <MENTION> <MENTION> <MENTION> what a shine box glittery pussy,0,1,0,"['@FrancoisKilljoy', '@202SOLE', '@quanb24', '@BALTsneakerShow']",[],Niggas who talk about pussy the most get the least RT @FrancoisKilljoy: @202SOLE @quanb24 @BALTsneakerShow what a shine box? Glittery pussy?
niggas wifing hoes ugly bitches ???? i get on facebook just to remind myself i m doing fine,0,1,0,[],[],Niggas wifing hoes & ugly bitches ???? I get on Facebook just to remind myself I'm doing fine
niggas will call a female a hoe or thot then 10 mins later go to <URL> and thirst over a porn star,0,1,0,[],[],Niggas will call a female a hoe or thot then 10 mins later go to http://t.co/TXw4uJ7FAZ and thirst over a porn star
niggas bitches cheat cause mf s always think they gettin played,1,0,0,[],[],Niggas/bitches cheat cause mf's always think they gettin played
niggaz been making trash lately well not everybody but some lol,0,1,0,[],[],Niggaz been making trash lately. Well not everybody but some lol
niggaz irrational these days quick to jump bad bout a bitch,0,1,0,[],[],Niggaz irrational these days...Quick to jump bad bout a bitch...
niggaz retweet bitch ass niggaz but won t retweet a real nigga,0,1,0,[],[],Niggaz retweet bitch ass niggaz but won't retweet a real nigga
night bitches,0,1,0,[],[],Night bitches. ?
night niggers,0,1,0,[],[],Night niggers
nikko a gay bitch,0,1,0,[],[],Nikko a gay bitch
nile <MENTION> i m really sad that i don t have enough friends to ever be called a pack of niggers with that s my fuckin dream,0,1,0,['@JosephBananas'],[],"Nile... RT @JosephBananas I'm really sad that I don't have enough friends to ever be called ""a pack of niggers"" with. That's my fuckin dream"
nippin these clarke motel bitches they get free pizza every day and don t tip shit also never give us any business game is over,0,1,0,[],[],Nippin these Clarke Motel bitches...they get free pizza EVERY DAY and don't tip shit. Also never give us any business. Game is over.
nipple banana monkey,0,0,1,[],[],Nipple banana monkey!
no bitch i don t have anything to hide i just don t like people looking through my phone,0,1,0,[],[],"No bitch, I don?t have anything to hide. I just don?t like people looking through my phone.."
no bitch you slut <MENTION> <MENTION> chill,0,1,0,"['@ITSBEEBITCH__', '@viaNAWF']",[],No bitch. You slut. RT @ITSBEEBITCH__: @viaNAWF CHILL
no face no trace pussy boys # snatch,0,1,0,[],['#SNATCH'],No face no trace pussy boys #SNATCH
no fucks given about the nfl draft it s baseball season bitch,0,1,0,[],[],No fucks given about the NFL draft it's baseball season bitch
no girls no hoes just me myself and i,0,0,1,[],[],No girls no hoes just me myself and I
no half breed spic has any right to say anything to any anglo ever and should be killed for doing so,1,0,0,[],[],"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so."
no hoe shit tho i was bout to say perro got butt naked bitches doing dishes,0,1,0,[],[],No hoe shit tho I was bout to say Perro got butt naked bitches doing dishes
no i dont own the pussy i just sample it,0,1,0,[],[],No i dont own the pussy i just sample it!!
no less than 3 bad bitches in my bed at a time,0,1,0,[],[],No less than 3 bad bitches in my bed at a time...
no matter how hard you try to be rude mf s they keep talking to you like bitch do i know you,0,1,0,[],[],No matter how hard you try to be rude mf`s they keep talking to you. like bitch do I know you
no more snapchat selfies no more instagram selfies no more nothing i will not be a bad bitch a week man what am i going to do ??,0,1,0,[],[],No more SnapChat Selfies. No more Instagram Selfies. No more NOTHING i WILL NOT be a bad bitch a week man what am I going to do ??
no more hoes n oz,0,1,0,[],[],No more hoes n oz
no more speculation no more mock drafts it s finally draft day # bortleskombat # stormwarning # builtbyucf # chargeon,0,0,1,[],"['#BortlesKombat', '#StormWarning', '#BuiltByUCF', '#ChargeOn']",No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn
no officer i wasn t drunk driving i was swerving on them hoes,0,1,0,[],[],"No officer I wasn't drunk driving, I was swerving on them hoes."
no one can take your woman they can only take your hoe,0,1,0,[],[],No one can take your woman. They can only take your hoe.
no one goes into psychiatry to help people those people are all immoral everyone who works in that field is pure trash,1,0,0,[],[],No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.
no one has even eaten a twinkie in like decades,0,0,1,[],[],"No one has even eaten a Twinkie in, like, decades."
no one understands how much it pisses me off when people use the word retard,0,1,0,[],[],"No one understands how much it pisses me off when people use the word ""retard""."
no police department that hires gypsies half breeds and nigglets should be trusted,1,0,0,[],[],"No police department that hires gypsies, half-breeds, and nigglets should be trusted."
no saving hoes,0,1,0,[],[],No saving hoes
no sex bitch i only want the neck bitch,0,1,0,[],[],No sex bitch I only want the neck bitch
no skimp shit here bitch,0,1,0,[],[],No skimp shit here bitch
no sleep sleep is for pussies,0,1,0,[],[],"No sleep, sleep is for pussies."
no summer school ????????????????????????????????????????????????????????????????? eat a dick school im done with your bitch ass,0,1,0,[],[],No summer school? ????????????????????????????????????????????????????????????????? eat a dick school. Im done with your bitch ass !!!!!!
no thanks lady you look like you just got off the white trash train i d rather not catch a disease # kthxbai,0,1,0,[],['#kthxbai'],"No thanks lady, you look like you just got off the white trash train, I'd rather not catch a disease. #kthxbai"
no these are only whites pies well do you have any negro pies,1,0,0,[],[],"No these are only whites pies.
Well do you have any negro pies?"
no this bitch <MENTION> did not yell down the steps to tell me don t eat her damn chicken ?? tf,0,1,0,['@Cee_Murda94'],[],No this bitch @Cee_Murda94 did not yell down the steps to tell me don't eat her damn chicken.?? tf
no this little hood bitch did not just try to take me to task for joking with my niece about not being a lesbian ch >_>,0,1,0,[],[],No this little hood bitch did NOT just try to take me to task for JOKING with my niece about not being a Lesbian. Ch! >_>
no time for bitch niggas,0,1,0,[],[],No time for bitch niggas.
no wealth doesn t insulate from being called nigger but still does improve empirical quality of life outcomes phenomenally <MENTION>,0,1,0,['@Dwight_Dale'],[],"No wealth doesn't insulate from being called nigger. But still does improve empirical quality of life outcomes, phenomenally. @Dwight_Dale"
no wonder these ppl that call themselves niggas thugs able to convince their hoes false ideas about men like me in our intellectual dress,0,1,0,[],[],No wonder these ppl that call themselves niggas & thugs able to convince their hoes false ideas about men like me in our intellectual dress
no a dog like that needs bitches and he ain t ever gonna get bitches with that on him ??,0,1,0,[],[],No. A dog like that needs bitches and he ain't ever gonna get bitches with that on him ??
no its wrong to try to change # faggots> there is no therapy so # tcot should understand and sympathize like they are # retards>,1,0,0,[],"['#faggots>', '#tcot', '#retards>']","No. Its wrong to try to change #faggots> There is no ""therapy"" so #tcot should understand and sympathize like they are #retards>"
noap not taking them <MENTION> maca root pills making my vagina do the wop,0,0,1,['@TiffNCompany'],[],Noap. Not taking them. RT @TiffNCompany: Maca root pills making my vagina do the wop
nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck ??? # fucknigga,0,1,0,[],['#fucknigga'],Nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck ??? #fucknigga
nobody gives me a trophy cause i m old and colored # favstartweets,0,0,1,[],['#FavStarTweets'],Nobody gives me a trophy cause I'm old and colored #FavStarTweets 
nobody is going to say anything about how unloyal sterling s side bitch is,0,1,0,[],[],Nobody is going to say anything about how unloyal Sterling's side bitch is?
nobody should ever have sex with a dirty dick or pussy that says a lot about you if you fuck em knowing they smell like chitlings,0,1,0,[],[],Nobody should ever have sex with a dirty dick or pussy. That says a lot about you if you fuck em knowing they smell like chitlings
nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch,0,1,0,[],[],Nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch
none of my bitches can stay over,0,1,0,[],[],None of my bitches can stay over
none of us went to these prestigious establishments so we re clearly not as superior as these fucking retards,1,0,0,[],[],None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
nope it s just yellow otl,0,0,1,[],[],Nope! It's just yellow OTL
norbit mad as a bitch lmfaooooooo ??,0,1,0,[],[],Norbit mad as a bitch lmfaooooooo ??
norwalk ghetto af lol all of a sudden everyone a dodger and raider fan,0,0,1,[],[],Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
not 1 bit of courtesy from any of these bainbridge isl ferry riders fuck em next time i think s gonna break down paybacks a bitch,0,1,0,[],[],"Not 1 bit of courtesy from any of these bainbridge isl. ferry riders... Fuck em next time I think s gonna ""break down"" paybacks a bitch"
not all females constantly tweet about their boyfriends but i wish death on the ones that do tired of you and him bitch,0,1,0,[],[],"Not ALL females constantly tweet about their boyfriends but I wish death on the ones that do. TIRED of you AND him, bitch"
not all straight men i am frustrated unlike on okcupid queer folks don t have the ability to block <URL>,1,0,0,[],[],"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don’t have the ability to block... http://t.co/hBF2xZa0ke"
not a fan of her guess im the minority <MENTION> beyoncé ratchet ass is trash <MENTION> you re the anti christ kfromtheg,0,1,0,"['@KfromtheG', '@Vagitarian__']",[],Not a fan of her... guess im the minority.RT @KfromtheG: Beyoncé ratchet ass is trash RT @Vagitarian__: you're the anti christ. KfromtheG
not a neanudda bitch <MENTION>,0,1,0,['@CONSTANTINE_D_'],[],Not a neanudda bitch @CONSTANTINE_D_
not a word on jihadi stream about the kurdish female suicide bomber in kobane that story undermines their mythology on several levels,0,0,1,[],[],Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.
not about to play these games with this bitch,0,1,0,[],[],Not about to play these games with this bitch
not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,0,0,1,[],[],Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol
not associate but ya nicca,0,1,0,[],[],Not associate but ya nicca
not eating pussy is un american,0,1,0,[],[],Not eating pussy is un-American.
not even 20 and i ve already smoked out 2 countries bitch i do what the fuck i want,0,1,0,[],[],Not even 20 and I've already smoked out 2 countries bitch. I do what the fuck I want.
not even sweating these hoes ??,0,1,0,[],[],Not even sweating these hoes ??
not every girl likes a sweet ass emoji ass nigguh some girls like a you sexy af ass nigguh,0,1,0,[],[],"Not every girl likes a sweet ass emoji ass nigguh. Some girls like a ""you sexy af"" ass nigguh"
not finna play with the bitches lmao,0,1,0,[],[],Not finna play with the bitches lmao
not going to put up a red equals sign on my facebook because i m not a faggot but i m all for marriage equality # prop8,0,1,0,[],['#prop8'],"Not going to put up a red equals sign on my Facebook because I'm not a faggot, but I'm all for marriage equality #prop8"
not my fault yo bitch wanna flip me,0,1,0,[],[],Not my fault yo bitch wanna flip me
not one bitch is texting me right now 3 000 followers 22 inch rims 60 inch tv and straight ass teeth but 0 text messages ima kill myself,0,1,0,[],[],"Not one bitch is texting me right now. 3,000 followers, 22 inch rims, 60 inch tv and straight ass teeth but 0 text messages. Ima kill myself"
not protected in the state of utah there is no fear of queer couples forcing churches to marry them they do not legally have to do so,0,1,0,[],[],Not protected in the state of Utah. There is no fear of queer couples forcing churches to marry them. They do not legally have to do so.
